id;nombre;sexo;trato;circunscripcion;partido;fecha_condicion_plena;fecha_alta;fecha_baja;g_par;fecha_alta_g_par;fecha_baja_g_par;biografia;asiento;gobierno
262;Ramos Esteban, César Joaquín;H;Diputado;Cáceres;PSOE;/Date(1692226800000)/;/Date(1691017200000)/;;Socialista;/Date(1693177200000)/;;Casado.  Ingeniero Técnico Industrial.  Máster Executive MBA por la EOI.  Máster en Riesgos Laborales.  Ha trabajado como técnico de industrialización en Catelsa Cáceres del sector del automóvil, ha sido Director de Desarrollo de empresa tecnológica, ponente habitual en congresos internacionales de innovación, tecnología y gobierno abierto.  Secretario General de Juventudes Socialistas en la provincia de Cáceres.  Secretario de Innovación del PSOE de Extremadura.  Diputado Regional en Extremadura de 2006 a 2011.  Coordinador del Grupo Scout Al-Kazires y miembro de la Ejecutiva de Scout de Extremadura.  Vocal del Consejo de la Juventud de Cáceres.;198;0
263;Recas Martín, Alda;M;Diputada;Madrid;MM;/Date(1730160000000)/;/Date(1730160000000)/;;Plurinacional SUMAR;/Date(1730160000000)/;;"Enfermera por la Universidad Autónoma de Madrid. 
Máster en Salud Pública Internacional por el Instituto Carlos III. 
Máster en gestión sanitaria y dirección médica por la Escuela Nacional de Sanidad/ UNED. 
Experta en Cooperación al desarrollo. 
Enfermera en diferentes hospitales, en el ámbito internacional.de la mano de diferentes ONGs en América, Asia y África y enfermera escolar. 
Activista de la Marea Blanca contra la privatización de la Sanidad. 
Miembro Mesa Regional Más Madrid. 
Ex asesora del Secretario de Estado de Sanidad, Ministerio Sanidad ";93;0
264;Redondo Cárdenas, Gonzalo;H;Diputado;Ciudad Real;PSOE;/Date(1692226800000)/;/Date(1691017200000)/;;Socialista;/Date(1693177200000)/;;Casado. dos hijos.  Licenciado Administración y Dirección de Empresas  Concejal del Ayuntamiento de Alcázar de San Juan;351;0
265;Rego Candamil, Néstor;H;Diputado;A Coruña;BNG;/Date(1692226800000)/;/Date(1691622000000)/;;Mixto;/Date(1693177200000)/;;Licenciado en Geografía e Historia.  Profesor de Lingua e Literatura Galegas;69;0
266;Renteria Lasanta, Nerea;M;Diputada;Bizkaia;EAJ-PNV;/Date(1744066800000)/;/Date(1744066800000)/;;Vasco (EAJ-PNV);/Date(1744066800000)/;;Grado en Ingeniería de Minas  Grado en Ciencias Ambientales  Postgrado en Sist. Calidad  Postgrado en Medio Ambiente  Postgrado en PRL  Teniente Alcalde Ayuntamiento Basauri (2011-2023)  Concejal Ayuntamiento Zaratamo (2023-actualidad)  Vicepresidenta Mancomunidad Nerbioi-Ibaizabal (2023-julio 2025);130;0
267;Requena Ruiz, Juan Diego;H;Diputado;Jaén;PP;/Date(1692226800000)/;/Date(1691362800000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado, una hija  Ingeniero Químico. Universidad de Málaga.  Alcalde de Santiesteban desde 2011 hasta la actualidad.  Diputado provincial 2015-octubre 2019.  Presidente Provincial del Partido Popular de Jaén.  Su vida profesional ha estado vinculada a la obra pública en distintas obras de la alta velocidad española;169;0
268;Rey de las Heras, Luis Alfonso;H;Diputado;Soria;PSOE;/Date(1692226800000)/;/Date(1690844400000)/;;Socialista;/Date(1693177200000)/;;Licenciado en Derecho.  Máster en Administración Financiera y Tributaria.  Abogado laboralista  Teniente de Alcalde y concejal del Ayuntamiento de Soria.  Presidente de la Diputación Provincial de Soria y Diputado Provincial.  Senador.  Secretario General PSOE Soria;79;0
269;Reynal Reillo, Esperanza;M;Diputada;València;PP;/Date(1692226800000)/;/Date(1691622000000)/;;Popular en el Congreso;/Date(1692313200000)/;;Soltera.  Doctora en Medicina.  Especialista en Ginecología.  Doctora en Derecho;76;0
270;Rivera Arias, Engracia;M;Diputada;Sevilla;IU;/Date(1692226800000)/;/Date(1691449200000)/;;Plurinacional SUMAR;/Date(1693177200000)/;;Sabadell, Barcelona.   Divorciada y madre de dos criaturas.   Licenciada en Derecho en la Universidad Autónoma de Barcelona.   Funcionaria de carrera de la Agencia Estatal de Administración Tributaria.   Concejal en Barberá del Vallés de Esquerra Unida i Alternativa, 1999-2001.   Concejal en Almensilla, Sevilla, de Izquierda Unida, 2011-2023.   Diputada provincial en la Diputación de Sevilla, 2011-2019. ;91;0
271;Rives Arcayna, Caridad;M;Diputada;Murcia;PSOE;/Date(1692226800000)/;/Date(1691622000000)/;;Socialista;/Date(1693177200000)/;;Casada y madre de dos hijos.  Licenciada en Ciencias Exactas.  Funcionaria del Cuerpo de Profesores de Secundaria.  1999-2015 Concejal del Ayuntamiento de Cartagena.  2023 Delegada del Gobierno en la Región de Murcia;331;0
272;Robles López, Joaquín;H;Diputado;Murcia;VOX;/Date(1692226800000)/;/Date(1692140400000)/;;Vox;/Date(1692313200000)/;;Licenciado en Filosofía.  Profesor de Educación Secundaria;36;0
273;Rodríguez Almeida, Andrés Alberto;H;Diputado;Las Palmas;VOX;/Date(1692226800000)/;/Date(1691622000000)/;;Vox;/Date(1692313200000)/;;Casado y padre de 6 hijos.  Licenciado en Derecho y Diplomado en Magisterio por la Universidad Complutense de Madrid.  Abogado en ejercicio desde 2001 y empresario en diversos sectores (educativo, inmobiliario, turístico y supermercados). ;13;0
274;Rodríguez Calleja, Patricia;M;Diputada;Ávila;PP;/Date(1692226800000)/;/Date(1690930800000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casada un hijo.   Diplomada en Relaciones Laborales.   Máster en Prevención de Riesgos Laborales.   Ex deportista profesional.   2003 a 2007, Concejala de Deportes y Juventud del Ayuntamiento de Ávila.   2007 a 2011, Concejala de Deportes y Participación del Ayuntamiento de Ávila.   2011 2015, Teniente Alcalde de Servicios Sociales e Igualdad.   2015 2019, Teniente Alcalde de Servicios Sociales e Igualdad.   Portavoz legislaturas XIII y XIV. ;211;0
275;Rodríguez de Millán Parro, María José;M;Diputada;Madrid;VOX;/Date(1692226800000)/;/Date(1692140400000)/;;Vox;/Date(1692313200000)/;;Graduada en Derecho por la Universidad de Sevilla. Estudios de oposición a Registro de la Propiedad. Actualmente cursando estudios de doble máster.  Asesora política en el Grupo Parlamentario VOX Andalucía (2020-2022). Senadora por designación autonómica parlamento Andalucía (2022-2023).;203;0
276;Rodríguez Gómez de Celis, Alfonso;H;Diputado;Sevilla;PSOE;/Date(1692226800000)/;/Date(1691362800000)/;;Socialista;/Date(1693177200000)/;;"Grado en Derecho, Universidad de Nebrija 2016.  Diplomado Graduado Social, Universidad de Sevilla 1994.  Licenciado en Ciencias del Trabajo, URJC 2002.  Asesor Fiscal y Laboral.  Concejal del Ayuntamiento de Sevilla.  Diputado del Parlamento de Andalucía.  Alto Cargo del Gobierno de la Junta de Andalucía, PSOE Secretario de Política Municipal  Delegado del Gobierno de Andalucía.  Comité Ejecutivo Federal del PSOE.	";370;0
277;Rodríguez Herrer, María Elvira;M;Diputada;Madrid;PP;/Date(1757372400000)/;/Date(1756767600000)/;;Popular en el Congreso;/Date(1757372400000)/;;Casada. Cuatro hijos.  Licenciada en Ciencias Económicas y Empresariales.  Interventor de Hacienda  Directora general de Presupuestos.  Presidenta de la comisión nacional del Mercado de Valores.  Secretaria de estado de Presupuestos y Gastos.  Ministra de Medio Ambiente.  Consejera de Transportes de la Comunidad de Madrid.  Presidenta de la Asamblea de Madrid.  Diputada autonómica, Senadora por Madrid, Diputada Nacional en varias legislaturas;157;0
278;Rodríguez Palacios, Javier;H;Diputado;Madrid;PSOE;/Date(1701734400000)/;/Date(1701734400000)/;;Socialista;/Date(1701734400000)/;;Ingeniero agrónomo (Escuela Técnica Superior de Ingerioros Agrónomos de Madrid).  Alcalde de Alcalá de Henares (2015-2023). Secretario General de la Agrupación Socialista de Alcalá de Henares.;275;0
279;Rodríguez Salas, José Antonio;H;Diputado;Granada;PSOE;/Date(1692226800000)/;/Date(1691362800000)/;;Socialista;/Date(1693177200000)/;;Casado con una hija.  Estudios en Derecho ciclo antiguo.  Estudios en Ciencias Políticas y de la Administración (UNED)  Teniente Alcalde del Ayuntamiento de Jun, 1991-2005. Alcalde del Ayuntamiento de Jun, 2005-2018.  Diputado Provincial de Granada 2005-2007.  Asesor de la Presidencia del Gobierno 2018-2019.  Miembro de la Dirección Federal PSOE.  Secretario de Dinamización CEF PSOE.  Autor del Proyecto de Democracia Horizontal con el MIT;291;0
280;Rodríguez Serra, Santi;H;Diputado;Barcelona;PP;/Date(1692226800000)/;/Date(1691017200000)/;;Popular en el Congreso;/Date(1692313200000)/;;Ingeniero Técnico de Telecomunicaciones.   Ingeniero Técnico Industrial.   Diplomado en Ciencias Empresariales.   Licenciado en Administración y Dirección de Empresas.   Actividad profesional, ingeniero.   1995-2015, Concejal del Ayuntamiento de Vilanova y la Geltrú.   2003-2021, Diputado Parlament Catalunya.   Desde 2021, Secretario General, Partido Popular de Catalunya. ;330;0
281;Rodríguez Suárez, Esther;M;Diputada;S/C Tenerife;PSOE;/Date(1702339200000)/;/Date(1702339200000)/;;Socialista;/Date(1702339200000)/;;Diplomada en Trabajo Social. Trabajadora social en el Ilustre Ayuntamiento de San Sebastián de la Gomera durante 30 años de actividad social.;373;0
282;Rojas García, Carlos;H;Diputado;Granada;PP;/Date(1692226800000)/;/Date(1690930800000)/;;Popular en el Congreso;/Date(1692313200000)/;;"Dos hijas. 
Abogado. Licenciado en Derecho UGR. Cursos de doctorado en derecho internacional público UGR. PLP Emprendimiento y Sector Público Deusto Business School.
Alcalde de Motril en tres mandatos. Portavoz del Grupo Popular en el Parlamento de Andalucía.";223;0
283;Rojas Manrique, Juan Antonio;H;Diputado;S/C Tenerife;PP;/Date(1692226800000)/;/Date(1691449200000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado, dos hijos.  Licenciado en Náutica y Transporte Marítimo.  Doctor por la Universidad de La Laguna.  Capitán de la Marina Mercante;302;0
284;Rojo Blas, Alberto;H;Diputado;Guadalajara;PSOE;/Date(1692226800000)/;/Date(1691449200000)/;;Socialista;/Date(1693177200000)/;;Casado, un hijo.  Diplomado en Ciencias Empresariales por la Universidad de Alcalá.  Alcalde de Guadalajara (2019-2023).  Delegado Provincial de la junta de comunidades de Castilla-La Mancha en Guadalajara (2015-2019);304;0
285;Román Jasanada, Antonio;H;Diputado;Guadalajara;PP;/Date(1692226800000)/;/Date(1691017200000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado, tres hijos.  Médico especialista en Medicina Interna.  FEA Hospital Guadalajara SESCAM.  Alcalde de Guadalajara (2007-2019).  Concejal del Ayuntamiento de Guadalajara (1995-2019).  Diputado en el Congreso (VII, X Legislatura).  Senador (VII, XII y XIV Legislatura).  Diputado Cortes CLM (2011);205;0
286;Romaní Cantera, José Ignacio;H;Diputado;Cádiz;PP;/Date(1692226800000)/;/Date(1692140400000)/;;Popular en el Congreso;/Date(1692313200000)/;;"Doctor en ciencias Sociales y Jurídicas UCA  
Grado en Derecho UCAVILA 
Licenciado en Ciencias del Trabajo UCA  
Máster en gestión de Puertos y Logística UCA  
Máster en Gestión de Conflictos UCA 
Coordinador general y responsable de organización del Partido Popular en Andalucía";341;0
287;Romero Pozo, Rafaela;M;Diputada;Gipuzkoa;PSOE;/Date(1692226800000)/;/Date(1691103600000)/;;Socialista;/Date(1693177200000)/;;Abogada de la UPU/EHU y militante del PSE-EE (PSOE) desde 1989.   Emigró junto a su familia con 2 años, a Mondragón, Guipúzcoa, donde pasó su infancia y adolescencia.   Actualmente reside en Donostia-San Sebastián, junto a su marido y su hija.   Licenciada en Derecho  UPV-EHU.   Postgrado superior en Mediación Laboral, Empresarial e Internacional por el ISEP, Universidad de Barcelona.   1995-1998 Concejal PSE-EE PSOE, Ayuntamiento Mondragón, (Gipuzkoa).   1999-2003.   Concejal PSE-EE PSOE, Ayuntamiento pasaría (Gipuzkoa).   2007-2011 Presidenta Juntas Generales de Gipuzkoa.   Juntera por el PSE-EE PSOE, Juntas Generales de Guipúzcoa, 1995-2015.   Portavoz del Grupo Juntero Socialistas Vascos, Juntas Generales de Guipúzcoa, 2011-2015.   Parlamentaria vasca en el Parlamento Vasco por el PSE-EE PSOE 2016-2019.   Diputada Foral de Movilidad y Ordenación del Territorio en el Gobierno foral de la Diputación Foral de Gipuzkoa 2019-2023.  Es hija predilecta de Quintana de la Serena, donde nació y a la que sigue unida personal y familiarmente  Poseedora de la Medalla al Mérito Policial, con distintivo Blanco, de la Policía Nacional, por su trabajo para el reconocimiento, empoderamiento y homenaje a las víctimas del terrorismo y en favor de la deslegitimación social y política del mismo.;235;0
288;Romero Vilches, María de los Reyes;M;Diputada;Sevilla;VOX;/Date(1692226800000)/;/Date(1692140400000)/;;Vox;/Date(1692313200000)/;;Casada, madre de familia numerosa (cuatro hijos).   BUP.  Comercial  Vicepresidenta de VOX en Sevilla;182;0
289;Ros Martínez, Susana;M;Diputada;Castelló;PSOE;/Date(1692226800000)/;/Date(1691017200000)/;;Socialista;/Date(1693177200000)/;;Casada, dos hijos.  Turismo  Concejala de Benicàssim (2003-2015)  Secretaria Ejecutiva PSOE contra la Violencia de Género;216;0
290;Rueda Perelló, Patricia;M;Diputada;Málaga;VOX;/Date(1692226800000)/;/Date(1691967600000)/;;Vox;/Date(1692313200000)/;;Máster en Dirección de Empresas. Escuela de Organización  Industrial Executive MBA  Licenciatura en Publicidad y Relaciones Públicas.  Diplomatura en Educación Infantil;34;0
291;Rufián Romero, Gabriel;H;Diputado;Barcelona;ERC;/Date(1692226800000)/;/Date(1692140400000)/;;Republicano;/Date(1693177200000)/;;"Diplomatura en Relaciones Laborales (UPF). Máster en Dirección de Recursos Humanos (UPF). 
Miembro Súmate. Ex Secretario ANC.";112;0
292;Ruiz Boix, Juan Carlos;H;Diputado;Cádiz;PSOE;/Date(1692226800000)/;/Date(1691017200000)/;;Socialista;/Date(1693177200000)/;;Licenciado en Ciencias Económicas y Empresariales.  Técnico de Administración Especial Economía de la Diputación Provincial de Cádiz.  Secretario General PSOE Provincial Cádiz;174;0
293;Ruiz de Diego, Víctor Javier;H;Diputado;Zaragoza;PSOE;/Date(1702339200000)/;/Date(1702339200000)/;;Socialista;/Date(1702339200000)/;;Licenciado en Derecho por la Universidad de Zaragoza. Abogado (1992-2023).  Alcalde de Calatayud (2007-2011). Senador PSOE XIII y XIV Legislatura.;347;0
294;Ruiz Solás, María de la Cabeza;M;Diputada;Madrid;VOX;/Date(1692226800000)/;/Date(1691967600000)/;;Vox;/Date(1692313200000)/;;Licenciada en Periodismo.  Concejal del Ayuntamiento de Villaviciosa de Odón;167;0
295;Sáez Alonso-Muñumer, Pablo;H;Diputado;Valladolid;VOX;/Date(1692226800000)/;/Date(1691017200000)/;;Vox;/Date(1692313200000)/;;Casado con dos hijos.  Licenciado en Ciencias Económicas y Empresariales (Económicas)  Auditor Censor Jurado de Cuentas.  Máster en Derecho Tributario y Asesoría Fiscal, CEREM  Programa de Desarrollo Directivo (PDD), IESE.  Miembro de VOX desde su fundación en 2014.  Miembro del Comité Ejecutivo Nacional y Vicesecretario Nacional del Consejo Político.  Experiencia financiera y directiva de 29 años en prestigiosas empresas multinacionales líderes en los sectores de servicios profesionales y correduría de seguros;142;0
296;Sáez Cruz, Emilio;H;Diputado;Albacete;PSOE;/Date(1692226800000)/;/Date(1691362800000)/;;Socialista;/Date(1693177200000)/;;Diplomado en Magisterio.   Cursa tercer curso del Grado de Derecho.   Máster MBA, Executive Cámara Comercio AB.   Máster Energías Renovables y Gestión de la Energía EUDE.   Máster de Integración Social UA Madrid.   Alcalde de Albacete 2020, 2023.   Diputado autonómico 2015, 2019.   Secretario General PSOE Albacete.   Vicepresidente, CERMI España 1998-2002, Presidente COCEMFE-CLM, 2008.   Presidente, Asociación Nacional de Discapacidad Amiab.   Atleta paralímpico Barcelona 92.   Subcampeón del mundo de atletismo. ;305;0
297;Sagastizabal Unzetabarrenetxea, Idoia;M;Diputada;Bizkaia;EAJ-PNV;/Date(1692226800000)/;/Date(1692140400000)/;;Vasco (EAJ-PNV);/Date(1692313200000)/;;Idiomas: Euskera y Castellano.  Licenciada en Derecho.  MBA Técnico de Empleo y Promoción Económica.  Concejal en Lekeitio actualmente.  Miembro del BBB (Bizkai Buru Batzar);155;0
298;Sahuquillo García, Luis Carlos;H;Diputado;Cuenca;PSOE;/Date(1692226800000)/;/Date(1690844400000)/;;Socialista;/Date(1693177200000)/;;"Tres hijos.  Diplomado Universitario en Trabajo Social.   
Funcionario de la Junta de Comunidades de Castilla - La Mancha.  
Secretario General de la Agrupación Provincial del PSOE de Cuenca, desde enero de 2018.  
Portavoz del Grupo Socialista en la Diputación de Cuenca de 1995 a 1999 y Vicepresidente Primero de la misma de 1999 a 2001.  
Director General de Servicios Sociales de  la Consejería de Bienestar Social de la JCCM de 2001 a 2003.  
Delegado provincial en Cuenca de Obras Públicas (2003-2004) y de Vivienda y Urbanismo (2004-2005).  
Delegado de la JCCM de 2005 hasta 2008.";215;0
